timestamp,open,low,high,close,OPENPOSITIONVALUE,VALUE,VOLUME,open_interest,SETTLEPRICE,SWAPRATE,WAPRICE,CHANGE,QTY,NUMTRADES
2022-07-05,72500.0,72500.0,76239.0,74000.0,23407696.0,2471827.0,33.0,304,76999.0,,74904.0,1.37,2.0,30
2022-07-06,78694.0,73503.0,79102.0,75383.0,25780986.0,2430816.0,32.0,342,75383.0,,75963.0,1.87,1.0,31
2022-07-07,76150.0,73000.0,76300.0,73000.0,26864000.0,1414212.0,19.0,368,73000.0,,74432.0,-3.16,1.0,19
2022-07-08,72222.0,72210.0,74186.0,73800.0,28130760.0,804675.0,11.0,378,74420.0,,73152.0,1.1,1.0,11
2022-07-11,74100.0,74100.0,74100.0,74100.0,28342440.0,74100.0,1.0,378,74980.0,,74100.0,0.41,1.0,1
2022-07-12,71638.0,71555.0,71638.0,71555.0,28182700.0,715641.0,10.0,380,74165.0,,71564.0,-3.44,1.0,10
2022-07-13,72198.0,72198.0,72198.0,72198.0,28324536.0,72198.0,1.0,382,74148.0,,72198.0,0.9,1.0,1
2022-07-14,71900.0,71320.0,72392.0,72392.0,27798528.0,359012.0,5.0,384,72392.0,,71802.0,0.27,1.0,5
2022-07-15,70946.0,70000.0,71525.0,70700.0,31249842.0,2762856.0,39.0,442,70701.0,,70842.0,-2.34,1.0,33
2022-07-18,71200.0,70000.0,71200.0,70980.0,36199800.0,2884593.0,41.0,510,70980.0,,70356.0,0.4,1.0,25
2022-07-19,69901.0,68000.0,69901.0,68941.0,52118640.0,9337222.0,136.0,756,68940.0,,68656.0,-2.87,1.0,45
2022-07-20,67602.0,64300.0,67602.0,65750.0,70878500.0,12450025.0,191.0,1078,65750.0,,65183.0,-4.63,2.0,83
2022-07-21,65497.0,65320.0,68889.0,67349.0,77797644.0,4036340.0,61.0,1156,67299.0,,66170.0,2.43,1.0,43
2022-07-22,66500.0,66500.0,68389.0,67500.0,81270000.0,2557264.0,38.0,1204,67500.0,,67296.0,0.22,1.0,29
2022-07-25,68500.0,66000.0,68800.0,68350.0,92272500.0,5734088.0,85.0,1350,68350.0,,67460.0,1.26,1.0,58
2022-07-26,68875.0,67765.0,72365.0,71000.0,100157730.0,1809692.0,26.0,1374,72895.0,,69604.0,3.88,1.0,26
2022-07-27,72027.0,68832.0,72599.0,70723.0,100850998.0,3042314.0,43.0,1426,70723.0,,70751.0,-0.39,1.0,42
2022-07-28,69571.0,69571.0,71299.0,70103.0,111830400.0,8180418.0,116.0,1584,70600.0,,70521.0,-0.88,1.0,101
2022-07-29,71000.0,70700.0,73600.0,73000.0,119574000.0,4241803.0,59.0,1638,73000.0,,71895.0,4.13,1.0,57
2022-08-01,73000.0,71801.0,79700.0,78900.0,109355400.0,33228214.0,430.0,1386,78900.0,,77275.0,8.08,2.0,259
2022-08-02,76523.0,76523.0,81156.0,79057.0,79877406.0,27659106.0,349.0,1006,79401.0,,79252.0,0.2,2.0,210
2022-08-03,79300.0,78569.0,79950.0,79201.0,78884196.0,1663800.0,21.0,996,79201.0,,79229.0,0.18,1.0,17
2022-08-04,79399.0,79151.0,81195.0,80335.0,63625320.0,12837215.0,159.0,792,80335.0,,80737.0,1.43,1.0,66
2022-08-05,80900.0,80099.0,84000.0,83015.0,51801360.0,16057766.0,193.0,624,83015.0,,83201.0,3.34,1.0,102
2022-08-08,83013.0,82001.0,83965.0,82568.0,50717014.0,1325630.0,16.0,614,82601.0,,82852.0,-0.54,1.0,16
2022-08-09,83501.0,82550.0,83501.0,83267.0,51125938.0,829966.0,10.0,614,83267.0,,82997.0,0.85,1.0,10
2022-08-10,83000.0,82600.0,83806.0,83000.0,49468000.0,1410830.0,17.0,596,83000.0,,82990.0,-0.32,3.0,15
2022-08-11,82501.0,80716.0,82999.0,80716.0,48793810.0,1565887.0,19.0,598,81595.0,,82415.0,-2.75,1.0,12
2022-08-12,82399.0,82089.0,83475.0,82500.0,48526464.0,1404071.0,17.0,588,82528.0,,82592.0,2.21,1.0,17
2022-08-15,83199.0,83153.0,83199.0,83153.0,48062434.0,582124.0,7.0,578,83153.0,,83161.0,0.79,3.0,5
2022-08-16,82999.0,82506.0,83300.0,82506.0,47193432.0,497804.0,6.0,572,82506.0,,82967.0,-0.78,1.0,6
2022-08-17,82999.0,81501.0,83000.0,81501.0,44010540.0,1981040.0,24.0,540,81501.0,,82543.0,-1.22,1.0,18
2022-08-18,80254.0,80254.0,80254.0,80254.0,43337160.0,80254.0,1.0,540,80254.0,,80254.0,-1.53,1.0,1
2022-08-19,80099.0,79702.0,80100.0,79702.0,43036380.0,319604.0,4.0,540,79697.0,,79901.0,-0.69,1.0,4
2022-08-22,79002.0,79002.0,81000.0,79738.0,43006644.0,482438.0,6.0,538,79938.0,,80406.0,0.04,1.0,6
2022-08-23,,,,,43715190.0,,,538,81255.0,,,,,0
2022-08-24,,,,,43786206.0,,,538,81387.0,,,,,0
2022-08-25,81247.0,80821.0,81247.0,80899.0,43361864.0,728143.0,9.0,536,80899.0,,80905.0,,1.0,7
2022-08-26,80261.0,80261.0,80339.0,80339.0,42901026.0,160600.0,2.0,534,80339.0,,80300.0,-0.69,1.0,2
2022-08-29,80546.0,80546.0,80550.0,80550.0,43174800.0,161096.0,2.0,536,80550.0,,80548.0,0.26,1.0,2
2022-08-30,79674.0,79674.0,80100.0,80100.0,42562660.0,479122.0,6.0,532,80005.0,,79854.0,-0.56,1.0,6
2022-08-31,79690.0,79690.0,79800.0,79800.0,42453600.0,159490.0,2.0,532,79800.0,,79745.0,-0.38,1.0,2
2022-09-01,80000.0,77875.0,80498.0,77875.0,42305616.0,716943.0,9.0,534,79224.0,,79660.0,-2.41,1.0,9
2022-09-02,79700.0,79700.0,80100.0,80100.0,42613200.0,159800.0,2.0,532,80100.0,,79900.0,2.86,1.0,2
2022-09-05,80896.0,78885.0,80897.0,78951.0,42318808.0,1116454.0,14.0,536,78953.0,,79747.0,-1.43,1.0,14
2022-09-06,80009.0,80009.0,80009.0,80009.0,42884824.0,320036.0,4.0,536,80009.0,,80009.0,1.34,2.0,3
2022-09-07,79116.0,79116.0,80063.0,80063.0,42913768.0,159179.0,2.0,536,80063.0,,79590.0,0.07,1.0,2
2022-09-08,80200.0,79612.0,80276.0,79612.0,42672032.0,320289.0,4.0,536,79612.0,,80072.0,-0.56,1.0,4
2022-09-09,80000.0,79003.0,80273.0,79054.0,41898620.0,397384.0,5.0,530,79054.0,,79477.0,-0.7,1.0,5
2022-09-12,79500.0,78752.0,79500.0,78752.0,41581056.0,474210.0,6.0,528,78752.0,,79035.0,-0.38,1.0,6
2022-09-13,78397.0,77666.0,78985.0,77666.0,39936000.0,939153.0,12.0,512,78000.0,,78263.0,-1.38,1.0,12
2022-09-14,78042.0,77364.0,78524.0,77503.0,38596494.0,1947321.0,25.0,498,77503.0,,77893.0,-0.21,1.0,22
2022-09-15,77653.0,77414.0,77949.0,77414.0,38544350.0,388135.0,5.0,494,78025.0,,77627.0,-0.11,1.0,5
2022-09-16,78599.0,76999.0,78800.0,76999.0,38345502.0,9501991.0,123.0,498,76999.0,,77252.0,-0.54,1.0,18
2022-09-19,,,,,38509344.0,,,498,77328.0,,,,,0
2022-09-20,77279.0,76418.0,78000.0,77998.0,37592144.0,2013691.0,26.0,482,77992.0,,77450.0,,2.0,22
2022-09-21,78000.0,77344.0,79142.0,77860.0,37684240.0,699790.0,9.0,484,77860.0,,77754.0,-0.18,1.0,9
2022-09-22,77111.0,76606.0,77795.0,76606.0,36676344.0,848926.0,11.0,482,76092.0,,77175.0,-1.61,1.0,11
2022-09-23,73807.0,73395.0,73908.0,73395.0,35376390.0,515595.0,7.0,482,73395.0,,73656.0,-4.19,1.0,7
2022-09-26,73532.0,72951.0,74357.0,72951.0,35593182.0,587569.0,8.0,486,73237.0,,73446.0,-0.6,1.0,8
2022-09-27,73997.0,73550.0,74000.0,73550.0,35598200.0,517123.0,7.0,484,73550.0,,73875.0,0.82,1.0,7
2022-09-28,73550.0,73550.0,74200.0,74200.0,35323288.0,147750.0,2.0,484,72982.0,,73875.0,0.88,1.0,2
2022-09-29,71734.0,69784.0,72096.0,71084.0,33835984.0,1351071.0,19.0,476,71084.0,,71109.0,-4.2,1.0,19
2022-09-30,70020.0,64174.0,71689.0,71689.0,33120318.0,2044707.0,30.0,462,71689.0,,68157.0,0.85,1.0,28
2022-10-03,71023.0,70951.0,71023.0,70951.0,31687194.0,141974.0,2.0,462,68587.0,,70987.0,-1.03,1.0,2
2022-10-04,71800.0,70200.0,71800.0,70200.0,32572800.0,495559.0,7.0,464,70200.0,,70794.0,-1.06,1.0,7
2022-10-05,69512.0,69512.0,71150.0,70800.0,33417600.0,778013.0,11.0,472,70800.0,,70728.0,0.85,4.0,8
2022-10-06,71300.0,71100.0,71300.0,71100.0,33559200.0,142400.0,2.0,472,71100.0,,71200.0,0.42,1.0,2
